specialization,sub_specialization,years_of_experience,location,area,hourly_rate,success_rate,cases_handled,court_experience,languages_spoken,case_type,case_subtype,case_urgency,case_complexity,label_lawyer_id,match_score
Criminal Law,Violent Crimes,22,Quetta,Jinnah Town,8520,65%,129,"High Court, Special Tribunals, District Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,High,Moderate,171,0.84
Criminal Law,Violent Crimes,22,Quetta,Jinnah Town,8520,65%,129,"High Court, Special Tribunals, District Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Violent Crimes,Medium,Complex,171,0.97
Criminal Law,Violent Crimes,22,Quetta,Jinnah Town,8520,65%,129,"High Court, Special Tribunals, District Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Medium,Simple,171,0.77
Criminal Law,Violent Crimes,22,Quetta,Jinnah Town,8520,65%,129,"High Court, Special Tribunals, District Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,White Collar Crimes,Medium,Complex,171,0.86
Criminal Law,Violent Crimes,22,Quetta,Jinnah Town,8520,65%,129,"High Court, Special Tribunals, District Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Medium,Complex,171,0.86
Criminal Law,Violent Crimes,22,Quetta,Jinnah Town,8520,65%,129,"High Court, Special Tribunals, District Court","Punjabi (Conversational), Sindhi (Basic)",Criminal Law,Drug Offenses,Medium,Simple,171,0.95
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Land Disputes,High,Complex,172,0.89
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Rental Issues,Low,Simple,172,0.97
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Rental Issues,High,Complex,172,0.93
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Land Disputes,Low,Moderate,172,0.74
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Rental Issues,Low,Moderate,172,0.76
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Land Disputes,High,Complex,172,0.91
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Land Disputes,High,Complex,172,0.93
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Rental Issues,Medium,Simple,172,0.88
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Rental Issues,Medium,Simple,172,0.97
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Land Disputes,High,Complex,172,0.88
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Land Disputes,High,Simple,172,0.72
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Land Disputes,High,Moderate,172,0.85
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Land Disputes,High,Complex,172,0.71
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Rental Issues,High,Complex,172,0.72
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Rental Issues,Low,Simple,172,0.93
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Rental Issues,High,Complex,172,0.79
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Rental Issues,High,Moderate,172,0.76
Property Law,Rental Issues,11,Peshawar,Hayatabad,10127,87%,369,"Session Court, District Court","English (Fluent), Sindhi (Basic), Pashto (Conversational), Urdu (Native)",Property Law,Land Disputes,High,Moderate,172,0.87
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Complex,175,0.82
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,High,Simple,175,0.86
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Moderate,175,0.89
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,High,Moderate,175,0.89
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,High,Complex,175,0.99
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Moderate,175,0.96
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Moderate,175,0.76
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,High,Complex,175,0.96
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Low,Moderate,175,0.81
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Complex,175,0.75
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,175,0.92
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,High,Simple,175,0.97
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Simple,175,0.78
Property Law,Land Disputes,17,Karachi,Clifton,5657,84%,227,"District Court, Session Court, High Court","Pashto (Conversational), Sindhi (Basic), Urdu (Native), Punjabi (Conversational)",Property Law,Rental Issues,High,Moderate,175,0.93
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Mergers,Low,Simple,176,0.95
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Mergers,Medium,Simple,176,0.96
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Mergers,High,Complex,176,0.97
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Mergers,High,Complex,176,0.83
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Compliance,Low,Complex,176,0.77
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Compliance,High,Complex,176,0.94
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Contracts,Low,Simple,176,1.0
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Compliance,Low,Simple,176,0.98
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Contracts,Low,Complex,176,0.79
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Compliance,Low,Moderate,176,0.86
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Mergers,Low,Moderate,176,0.91
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Contracts,Medium,Simple,176,0.83
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Mergers,Low,Moderate,176,0.91
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Mergers,High,Complex,176,0.95
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Mergers,Low,Simple,176,0.76
Corporate Law,Mergers,17,Peshawar,Hayatabad,8334,77%,298,"High Court, Special Tribunals","Punjabi (Conversational), English (Fluent), Sindhi (Basic)",Corporate Law,Contracts,Medium,Simple,176,0.96
Immigration Law,Deportation,7,Karachi,Defence,19621,75%,376,High Court,"Punjabi (Conversational), Urdu (Native), Pashto (Conversational)",Immigration Law,Visas,High,Moderate,177,0.76
Immigration Law,Deportation,7,Karachi,Defence,19621,75%,376,High Court,"Punjabi (Conversational), Urdu (Native), Pashto (Conversational)",Immigration Law,Deportation,Low,Simple,177,0.87
Immigration Law,Deportation,7,Karachi,Defence,19621,75%,376,High Court,"Punjabi (Conversational), Urdu (Native), Pashto (Conversational)",Immigration Law,Visas,Low,Moderate,177,0.67
Immigration Law,Deportation,7,Karachi,Defence,19621,75%,376,High Court,"Punjabi (Conversational), Urdu (Native), Pashto (Conversational)",Immigration Law,Citizenship,High,Moderate,177,0.66
Immigration Law,Deportation,7,Karachi,Defence,19621,75%,376,High Court,"Punjabi (Conversational), Urdu (Native), Pashto (Conversational)",Immigration Law,Citizenship,Medium,Moderate,177,0.83
Immigration Law,Deportation,7,Karachi,Defence,19621,75%,376,High Court,"Punjabi (Conversational), Urdu (Native), Pashto (Conversational)",Immigration Law,Deportation,Medium,Complex,177,0.69
Immigration Law,Deportation,7,Karachi,Defence,19621,75%,376,High Court,"Punjabi (Conversational), Urdu (Native), Pashto (Conversational)",Immigration Law,Citizenship,Low,Simple,177,0.78
Immigration Law,Deportation,7,Karachi,Defence,19621,75%,376,High Court,"Punjabi (Conversational), Urdu (Native), Pashto (Conversational)",Immigration Law,Deportation,Low,Simple,177,0.85
Immigration Law,Deportation,7,Karachi,Defence,19621,75%,376,High Court,"Punjabi (Conversational), Urdu (Native), Pashto (Conversational)",Immigration Law,Deportation,Low,Simple,177,0.81
Immigration Law,Deportation,5,Lahore,DHA,11967,82%,26,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), English (Fluent)",Immigration Law,Visas,Medium,Complex,179,0.62
Immigration Law,Deportation,5,Lahore,DHA,11967,82%,26,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), English (Fluent)",Immigration Law,Citizenship,High,Simple,179,0.71
Immigration Law,Deportation,5,Lahore,DHA,11967,82%,26,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), English (Fluent)",Immigration Law,Citizenship,Medium,Complex,179,0.62
Immigration Law,Deportation,5,Lahore,DHA,11967,82%,26,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), English (Fluent)",Immigration Law,Citizenship,High,Complex,179,0.73
Immigration Law,Deportation,5,Lahore,DHA,11967,82%,26,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), English (Fluent)",Immigration Law,Deportation,Low,Complex,179,0.76
Immigration Law,Deportation,5,Lahore,DHA,11967,82%,26,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), English (Fluent)",Immigration Law,Citizenship,Low,Moderate,179,0.74
Immigration Law,Deportation,5,Lahore,DHA,11967,82%,26,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), English (Fluent)",Immigration Law,Deportation,Medium,Simple,179,0.64
Immigration Law,Deportation,5,Lahore,DHA,11967,82%,26,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), English (Fluent)",Immigration Law,Deportation,Medium,Moderate,179,0.76
Immigration Law,Deportation,5,Lahore,DHA,11967,82%,26,"High Court, District Court, Session Court","Urdu (Native), Sindhi (Basic), English (Fluent)",Immigration Law,Citizenship,High,Simple,179,0.58
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Mergers,Medium,Moderate,183,0.9
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Compliance,Medium,Moderate,183,0.9
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Mergers,High,Complex,183,0.78
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Compliance,Medium,Moderate,183,0.99
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Compliance,High,Moderate,183,0.85
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Contracts,High,Moderate,183,0.74
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Mergers,Medium,Moderate,183,0.96
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Contracts,Medium,Moderate,183,0.92
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Contracts,Low,Complex,183,0.78
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Contracts,High,Complex,183,0.86
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Mergers,High,Simple,183,0.86
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Compliance,High,Moderate,183,0.94
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Contracts,High,Complex,183,0.77
Corporate Law,Compliance,21,Quetta,Samungli Road,12569,93%,323,"District Court, Special Tribunals","Urdu (Native), Pashto (Conversational), Punjabi (Conversational), Sindhi (Basic)",Corporate Law,Compliance,Medium,Simple,183,0.82
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,White Collar Crimes,Low,Simple,184,0.65
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,Drug Offenses,Medium,Complex,184,0.82
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,Drug Offenses,Medium,Complex,184,0.71
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,Drug Offenses,Low,Simple,184,0.69
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,Violent Crimes,Low,Moderate,184,0.64
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,Violent Crimes,Low,Complex,184,0.7
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,Violent Crimes,High,Moderate,184,0.61
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,White Collar Crimes,Low,Simple,184,0.61
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,Drug Offenses,Medium,Complex,184,0.71
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,Violent Crimes,Low,Simple,184,0.81
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,Drug Offenses,Medium,Moderate,184,0.82
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,Drug Offenses,Medium,Complex,184,0.64
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,White Collar Crimes,High,Moderate,184,0.71
Criminal Law,White Collar Crimes,5,Peshawar,Hayatabad,15760,95%,152,"High Court, District Court, Session Court","Pashto (Conversational), English (Fluent), Urdu (Native)",Criminal Law,White Collar Crimes,Low,Simple,184,0.78
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,185,0.87
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Complex,185,0.9
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Complex,185,0.83
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,High,Moderate,185,0.71
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Simple,185,0.81
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,High,Simple,185,0.85
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,High,Simple,185,0.9
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Simple,185,0.72
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,Low,Complex,185,0.75
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Low,Complex,185,0.74
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Low,Moderate,185,0.95
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,185,0.84
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Moderate,185,0.8
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Low,Simple,185,0.83
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,High,Complex,185,0.86
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Complex,185,0.9
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Land Disputes,Medium,Complex,185,0.78
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Simple,185,0.95
Property Law,Rental Issues,18,Peshawar,University Town,13628,63%,37,"District Court, Special Tribunals, Session Court","Sindhi (Basic), English (Fluent), Punjabi (Conversational)",Property Law,Rental Issues,High,Complex,185,0.91
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Simple,186,0.84
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Rental Issues,High,Simple,186,0.85
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Rental Issues,High,Moderate,186,0.78
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Land Disputes,High,Moderate,186,0.83
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Complex,186,0.73
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Land Disputes,Low,Moderate,186,0.73
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Simple,186,0.96
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Rental Issues,High,Moderate,186,0.82
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Rental Issues,High,Moderate,186,0.9
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Rental Issues,Medium,Simple,186,0.71
Property Law,Land Disputes,19,Islamabad,Blue Area,12677,83%,171,"Session Court, Special Tribunals","Pashto (Conversational), Punjabi (Conversational)",Property Law,Land Disputes,Low,Simple,186,0.88
Criminal Law,Drug Offenses,25,Karachi,Clifton,15971,85%,366,"Session Court, High Court","Sindhi (Basic), Urdu (Native), Pashto (Conversational)",Criminal Law,Violent Crimes,High,Simple,187,0.96
Criminal Law,Drug Offenses,25,Karachi,Clifton,15971,85%,366,"Session Court, High Court","Sindhi (Basic), Urdu (Native), Pashto (Conversational)",Criminal Law,Drug Offenses,Medium,Simple,187,0.94
Criminal Law,Drug Offenses,25,Karachi,Clifton,15971,85%,366,"Session Court, High Court","Sindhi (Basic), Urdu (Native), Pashto (Conversational)",Criminal Law,Violent Crimes,Medium,Moderate,187,0.92
